State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Gujarat,Sabarkantha,Himatnagar,Wheat,Sonalika,FAQ,19/08/2025,2500,2860,2700
Gujarat,Surat,Nizar,Cotton,Other,Non-FAQ,19/08/2025,6945,7095,7050
Gujarat,Surat,Nizar(Kukarmuda),Maize,"Deshi Red",Non-FAQ,19/08/2025,2000,2076,2025
Gujarat,Surat,Songadh(Umrada),Guar,Guaar,FAQ,19/08/2025,3500,4990,4110
Gujarat,Surat,Surat,"Bhindi(Ladies Finger)",Other,FAQ,19/08/2025,1500,3000,2250
Gujarat,Surat,Surat,Cauliflower,Other,FAQ,19/08/2025,1500,3500,2250
Gujarat,Surat,Surat,"Elephant Yam (Suran)",Other,FAQ,19/08/2025,3500,4500,4000
Gujarat,Surat,Surat,"Indian Beans (Seam)",Other,FAQ,19/08/2025,2500,4000,3250
Gujarat,Surat,Surat,"Pegeon Pea (Arhar Fali)",Other,FAQ,19/08/2025,4000,10000,7000
Gujarat,Surat,Surat,"Pointed gourd (Parval)",Other,FAQ,19/08/2025,2000,4000,3000
Gujarat,Surat,Surat,Potato,Other,FAQ,19/08/2025,600,1800,1200
Gujarat,Surat,Surat,Ridgeguard(Tori),Other,FAQ,19/08/2025,1500,4000,2750
Gujarat,Surat,Vyra,"Black Gram (Urd Beans)(Whole)",Other,Non-FAQ,19/08/2025,4500,5500,5000
Gujarat,Surendranagar,Vadhvan,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/08/2025,1000,1500,1250
Gujarat,Surendranagar,Vadhvan,"Bottle gourd","Bottle Gourd",FAQ,19/08/2025,250,500,375
Gujarat,Surendranagar,Vadhvan,Carrot,Carrot,FAQ,19/08/2025,2000,2500,2250
Gujarat,Surendranagar,Vadhvan,Cucumbar(Kheera),Cucumbar,FAQ,19/08/2025,250,500,375
Gujarat,Surendranagar,Vadhvan,"Elephant Yam (Suran)","Elephant Yam (Suran)",FAQ,19/08/2025,3500,4000,3750
Gujarat,Surendranagar,Vadhvan,"Green Chilli","Green Chilly",FAQ,19/08/2025,500,1000,750
Gujarat,Surendranagar,Vadhvan,Methi(Leaves),Methi,FAQ,19/08/2025,1500,2000,1750
Gujarat,Vadodara(Baroda),Padra,Coriander(Leaves),Other,FAQ,19/08/2025,2500,3000,2750
Gujarat,Vadodara(Baroda),Padra,"Green Chilli","Green Chilly",FAQ,19/08/2025,1000,2000,1500
Gujarat,Vadodara(Baroda),Padra,Ridgeguard(Tori),Other,FAQ,19/08/2025,1000,1500,1250
Haryana,Ambala,"Ambala Cantt.",Apple,Apple,Medium,19/08/2025,4500,11000,6800
Haryana,Ambala,"Ambala Cantt.",Banana,Other,Medium,19/08/2025,2000,2600,2200
Haryana,Ambala,"Ambala Cantt.","Bottle gourd","Bottle Gourd",FAQ,19/08/2025,1000,1500,1200
Haryana,Ambala,Barara,Coriander(Leaves),Coriander,FAQ,19/08/2025,1200,2000,1500
Haryana,Ambala,Barara,Lemon,Other,FAQ,19/08/2025,2800,2800,2800
Haryana,Ambala,Barara,Papaya,Other,Medium,19/08/2025,2300,3000,2300
Haryana,Ambala,Barara,Potato,Other,Non-FAQ,19/08/2025,700,1000,800
Haryana,Ambala,Barara,Raddish,Other,FAQ,19/08/2025,400,800,700
Haryana,Ambala,Naraingarh,"Banana - Green",Other,FAQ,19/08/2025,1200,2500,2200
Haryana,Ambala,Naraingarh,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/08/2025,1000,2000,1500
Haryana,Ambala,Naraingarh,"Bitter gourd","Bitter Gourd",FAQ,19/08/2025,2000,3000,2300
Haryana,Ambala,Naraingarh,Brinjal,Brinjal,FAQ,19/08/2025,800,2500,1500
Haryana,Ambala,Naraingarh,Carrot,Carrot,FAQ,19/08/2025,1500,2500,2000
Haryana,Ambala,Naraingarh,Colacasia,Other,FAQ,19/08/2025,1200,2500,2000
Haryana,Ambala,Naraingarh,Mango,Other,Medium,19/08/2025,9000,9000,9000
Haryana,Ambala,Naraingarh,"Peas Wet","Peas Wet",FAQ,19/08/2025,8000,8000,8000
Haryana,Ambala,Naraingarh,Pomegranate,Pomogranate,Medium,19/08/2025,10000,10000,10000
Haryana,Ambala,Naraingarh,Tomato,Tomato,FAQ,19/08/2025,1800,4500,4000
Haryana,Gurgaon,"Farukh Nagar",Tomato,Other,FAQ,19/08/2025,4900,5300,4900
Haryana,Gurgaon,Gurgaon,Tomato,Other,FAQ,19/08/2025,1500,2000,1750
Haryana,Gurgaon,Sohna,Cucumbar(Kheera),Cucumbar,FAQ,19/08/2025,1200,2000,1800
Haryana,Gurgaon,Sohna,Spinach,Spinach,FAQ,19/08/2025,1200,3000,2500
Haryana,Gurgaon,Sohna,Tomato,Tomato,FAQ,19/08/2025,4000,4500,4500
Haryana,Hissar,Barwala(Hisar),Brinjal,Other,FAQ,19/08/2025,1500,1800,1600
Haryana,Hissar,Barwala(Hisar),Mango,Other,Medium,19/08/2025,9000,10000,9500
Haryana,Hissar,Barwala(Hisar),Pomegranate,Other,Medium,19/08/2025,12000,15000,14500
Haryana,Hissar,Hansi,Cabbage,Other,FAQ,19/08/2025,2000,2500,2300
Haryana,Hissar,Hansi,Potato,Other,Non-FAQ,19/08/2025,1000,3500,1500
Haryana,Hissar,Hansi,Pumpkin,Other,FAQ,19/08/2025,1000,1500,1200
Haryana,Hissar,Hansi,Spinach,Other,FAQ,19/08/2025,3000,4000,3500
Haryana,Hissar,Hansi,Tomato,Other,Non-FAQ,19/08/2025,5000,6000,5500
Haryana,Jhajar,Bahadurgarh,"Bitter gourd",Other,FAQ,19/08/2025,3500,6000,5000
Haryana,Jhajar,Bahadurgarh,"Bottle gourd",Other,FAQ,19/08/2025,1200,1300,1250
Haryana,Jhajar,Bahadurgarh,Garlic,Other,FAQ,19/08/2025,10000,12000,11000
Haryana,Jhajar,Bahadurgarh,Potato,Other,Non-FAQ,19/08/2025,800,1200,1000
Haryana,Jhajar,Bahadurgarh,Tomato,Other,FAQ,19/08/2025,2500,6000,4000
Haryana,Kurukshetra,Ladwa,"Bottle gourd","Bottle Gourd",FAQ,19/08/2025,1000,1000,1000
Haryana,Kurukshetra,Ladwa,Brinjal,Round/Long,FAQ,19/08/2025,1000,2000,1000
Haryana,Kurukshetra,Ladwa,Cucumbar(Kheera),Cucumbar,FAQ,19/08/2025,1000,2000,1500
Haryana,Kurukshetra,Ladwa,Guava,Guava,Medium,19/08/2025,1000,2000,1000
Haryana,Kurukshetra,Ladwa,"Mousambi(Sweet Lime)",Mousambi,Medium,19/08/2025,3000,4000,3200
Haryana,Kurukshetra,Shahabad,Apple,Apple,Medium,19/08/2025,3500,8000,5000
Haryana,Kurukshetra,Shahabad,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/08/2025,2000,2200,2100
Haryana,Kurukshetra,Shahabad,Lemon,Other,FAQ,19/08/2025,4500,4500,4500
Haryana,Kurukshetra,Shahabad,Raddish,Raddish,FAQ,19/08/2025,1500,1800,1600
Haryana,Kurukshetra,Shahabad,"Sponge gourd",Other,FAQ,19/08/2025,1500,2000,1600
Haryana,Mahendragarh-Narnaul,Narnaul,Apple,Apple,Medium,19/08/2025,6000,8000,8000
Haryana,Mahendragarh-Narnaul,Narnaul,Cabbage,Cabbage,FAQ,19/08/2025,1500,2500,1800
Haryana,Mahendragarh-Narnaul,Narnaul,Capsicum,Capsicum,FAQ,19/08/2025,4000,6000,6000
Haryana,Mahendragarh-Narnaul,Narnaul,Ginger(Green),"Green Ginger",FAQ,19/08/2025,4000,6000,5000
Haryana,Mahendragarh-Narnaul,Narnaul,Guava,Guava,Medium,19/08/2025,2000,2500,2500
Haryana,Mahendragarh-Narnaul,Narnaul,Pomegranate,Pomogranate,Medium,19/08/2025,6000,12000,12000
Haryana,Mahendragarh-Narnaul,Narnaul,Spinach,Spinach,FAQ,19/08/2025,2000,3000,3000
Haryana,Mewat,Punhana,Onion,Other,FAQ,19/08/2025,1700,1700,1700
Haryana,Panchkula,"Raipur Rai",Brinjal,Other,FAQ,19/08/2025,1500,1600,1500
Haryana,Panchkula,"Raipur Rai","Peas Wet",Other,FAQ,19/08/2025,5000,5200,5000
Haryana,Panipat,Madlauda,Onion,Other,FAQ,19/08/2025,1500,1500,1500
Haryana,Panipat,Madlauda,Tomato,Other,FAQ,19/08/2025,3000,3500,3250
Haryana,Panipat,Panipat,Cabbage,Other,FAQ,19/08/2025,800,1400,1100
Haryana,Panipat,Samalkha,Cucumbar(Kheera),Cucumbar,FAQ,19/08/2025,1800,1800,1800
Haryana,Panipat,Samalkha,Garlic,Garlic,FAQ,19/08/2025,9000,9000,9000
Haryana,Panipat,Samalkha,Ridgeguard(Tori),Other,FAQ,19/08/2025,1500,1500,1500
Haryana,Panipat,Samalkha,Tomato,Local,FAQ,19/08/2025,2900,2900,2900
Haryana,Rewari,Kosli,Banana,Other,Medium,19/08/2025,2000,2000,2000
Haryana,Rewari,Kosli,Onion,Other,FAQ,19/08/2025,1500,1500,1500
Haryana,Rewari,Rewari,Banana,Other,Medium,19/08/2025,2500,3500,3000
Haryana,Rohtak,Meham,Cucumbar(Kheera),Cucumbar,FAQ,19/08/2025,1600,1600,1600
Haryana,Rohtak,Meham,"Mousambi(Sweet Lime)",Mousambi,Medium,19/08/2025,2500,2800,2600
Haryana,Rohtak,Meham,Potato,Other,FAQ,19/08/2025,800,1000,900
Haryana,Rohtak,Meham,Spinach,Other,FAQ,19/08/2025,2000,2000,2000
Haryana,Rohtak,Meham,Tomato,Deshi,FAQ,19/08/2025,4000,4000,4000
Haryana,Rohtak,Rohtak,Apple,Other,Large,19/08/2025,8000,15000,10000
Haryana,Sonipat,Ganaur,"Bitter gourd","Bitter Gourd",FAQ,19/08/2025,2800,3000,2800
Haryana,Sonipat,Ganaur,Cucumbar(Kheera),Cucumbar,FAQ,19/08/2025,1500,2000,1800
Haryana,Sonipat,Ganaur,"Mousambi(Sweet Lime)",Mousambi,Medium,19/08/2025,4000,5000,4500
Haryana,Sonipat,Ganaur,Raddish,Raddish,FAQ,19/08/2025,2000,2500,2200
Haryana,Sonipat,Sonepat,"Green Chilli",Other,FAQ,19/08/2025,2100,6500,2100
Haryana,Sonipat,Sonepat,Spinach,Other,FAQ,19/08/2025,1300,1500,1300
Haryana,"Yamuna Nagar",Chhachrauli,"Bottle gourd","Bottle Gourd",FAQ,19/08/2025,1300,2200,1300
Haryana,"Yamuna Nagar",Jagadhri,Banana,Other,Medium,19/08/2025,1800,2200,2000
Haryana,"Yamuna Nagar",Jagadhri,"Bhindi(Ladies Finger)",Other,FAQ,19/08/2025,2000,3000,2500
Haryana,"Yamuna Nagar",Jagadhri,"Bottle gourd",Other,FAQ,19/08/2025,1500,1800,1650
Haryana,"Yamuna Nagar",Jagadhri,Garlic,Average,FAQ,19/08/2025,3000,5000,4000
Haryana,"Yamuna Nagar",Jagadhri,Onion,Other,FAQ,19/08/2025,1400,1800,1600
Haryana,"Yamuna Nagar",Jagadhri,Potato,Other,FAQ,19/08/2025,900,1040,1025
Haryana,"Yamuna Nagar",Mustafabad,Cabbage,Other,FAQ,19/08/2025,2000,2000,2000
Haryana,"Yamuna Nagar",Mustafabad,Onion,Other,FAQ,19/08/2025,1500,2000,1800
Haryana,"Yamuna Nagar",Sadhaura,"Green Chilli","Green Chilly",FAQ,19/08/2025,3000,5000,4000
"Himachal Pradesh",Bilaspur,Bilaspur,Capsicum,Other,FAQ,19/08/2025,5600,7500,6500
"Himachal Pradesh",Bilaspur,Bilaspur,Spinach,Other,FAQ,19/08/2025,2500,3600,3000
"Himachal Pradesh",Chamba,Chamba,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/08/2025,3500,4000,3750
"Himachal Pradesh",Chamba,Chamba,Capsicum,Other,FAQ,19/08/2025,5500,6000,5750
"Himachal Pradesh",Chamba,Chamba,"Green Chilli",Other,FAQ,19/08/2025,6000,7000,6500
"Himachal Pradesh",Chamba,Chamba,Lemon,Lemon,FAQ,19/08/2025,6000,8000,7000
"Himachal Pradesh",Kangra,Dharamshala,"Bitter gourd",Other,FAQ,19/08/2025,3000,4000,3500
"Himachal Pradesh",Kangra,Dharamshala,"Bottle gourd","Bottle Gourd",FAQ,19/08/2025,4000,4200,4100
"Himachal Pradesh",Kangra,Dharamshala,Cabbage,Other,FAQ,19/08/2025,3500,3600,3550
"Himachal Pradesh",Kangra,Dharamshala,Capsicum,Other,FAQ,19/08/2025,7500,8500,8000
"Himachal Pradesh",Kangra,Dharamshala,Carrot,Other,FAQ,19/08/2025,2500,2800,2650
"Himachal Pradesh",Kangra,Dharamshala,"Green Chilli",Other,FAQ,19/08/2025,6000,7000,6500
"Himachal Pradesh",Kangra,Dharamshala,Onion,Other,FAQ,19/08/2025,2500,2700,2600
"Himachal Pradesh",Kangra,Kangra,Banana,Other,Medium,19/08/2025,4000,5000,4500
"Himachal Pradesh",Kangra,Kangra,"Bhindi(Ladies Finger)",Other,FAQ,19/08/2025,3000,3500,3200
"Himachal Pradesh",Kangra,Kangra,"Bitter gourd",Other,FAQ,19/08/2025,3000,4000,3500
"Himachal Pradesh",Kangra,Kangra,Cabbage,Other,FAQ,19/08/2025,2500,3500,3000
"Himachal Pradesh",Kangra,Kangra,Ginger(Green),Other,FAQ,19/08/2025,7800,8000,7900
"Himachal Pradesh",Kangra,Kangra,Guava,Other,Medium,19/08/2025,5000,6000,5500
"Himachal Pradesh",Kangra,Kangra,Papaya,Other,Medium,19/08/2025,3500,4000,3700
"Himachal Pradesh",Kangra,Kangra(Baijnath),"Bottle gourd","Bottle Gourd",FAQ,19/08/2025,3400,4500,4000
"Himachal Pradesh",Kangra,Kangra(Baijnath),Brinjal,Brinjal,FAQ,19/08/2025,3200,3500,3300
"Himachal Pradesh",Kangra,Kangra(Baijnath),Cabbage,Cabbage,FAQ,19/08/2025,2800,3000,2900
"Himachal Pradesh",Kangra,Kangra(Baijnath),Coriander(Leaves),Coriander,FAQ,19/08/2025,19000,20000,19500
"Himachal Pradesh",Kangra,Kangra(Baijnath),"Green Chilli","Green Chilly",FAQ,19/08/2025,5500,6000,5800
"Himachal Pradesh",Kangra,Kangra(Baijnath),Lemon,Lemon,FAQ,19/08/2025,6500,7000,6800
"Himachal Pradesh",Kangra,Kangra(Baijnath),"Mousambi(Sweet Lime)",Mousambi,Medium,19/08/2025,5000,5200,5200
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),"Bhindi(Ladies Finger)",Bhindi,FAQ,19/08/2025,3200,3800,3500
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),"Green Chilli","Green Chilly",FAQ,19/08/2025,5200,6000,5600
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Onion,"1st Sort",FAQ,19/08/2025,2600,2800,2700
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)","Bitter gourd","Bitter Gourd",FAQ,19/08/2025,3000,4000,3400
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Cabbage,Cabbage,FAQ,19/08/2025,2500,3200,2700
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)","French Beans (Frasbean)","French Beans (Frasbean)",FAQ,19/08/2025,8000,9000,8500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Ginger(Green),"Green Ginger",FAQ,19/08/2025,7800,8000,8000
"Himachal Pradesh",Kangra,Palampur,Brinjal,Brinjal,FAQ,19/08/2025,3000,3500,3200
"Himachal Pradesh",Kangra,Palampur,Cabbage,Cabbage,FAQ,19/08/2025,3000,3500,3200
"Himachal Pradesh",Kangra,Palampur,Capsicum,Capsicum,FAQ,19/08/2025,7000,7500,7200
"Himachal Pradesh",Kangra,Palampur,Cauliflower,Cauliflower,FAQ,19/08/2025,5000,6000,5500
"Himachal Pradesh",Kangra,Palampur,Colacasia,Colacasia,FAQ,19/08/2025,2500,3000,2700
"Himachal Pradesh",Kangra,Palampur,"Green Chilli","Green Chilly",FAQ,19/08/2025,5000,5500,5200
"Himachal Pradesh",Kangra,Palampur,Guava,Other,Medium,19/08/2025,6800,7000,6900
"Himachal Pradesh",Kangra,Palampur,Lemon,Other,FAQ,19/08/2025,7000,8000,7500
"Himachal Pradesh",Kullu,Bandrol,Cabbage,Other,FAQ,19/08/2025,600,800,700
"Himachal Pradesh",Kullu,Bandrol,Cauliflower,Other,FAQ,19/08/2025,1000,1500,1200
"Himachal Pradesh",Kullu,Bandrol,"Peas Wet",Other,FAQ,19/08/2025,4000,6500,5500
"Himachal Pradesh",Kullu,Bhuntar,Capsicum,Other,FAQ,19/08/2025,2000,3000,2500
"Himachal Pradesh",Kullu,Bhuntar,Cauliflower,Other,FAQ,19/08/2025,1000,2000,1500
"Himachal Pradesh",Kullu,Bhuntar,"French Beans (Frasbean)",Other,FAQ,19/08/2025,3000,3500,3200
"Himachal Pradesh",Mandi,"Dhanotu (Mandi)",Cucumbar(Kheera),Cucumbar,FAQ,19/08/2025,1500,2500,2000
"Himachal Pradesh",Mandi,"Dhanotu (Mandi)","French Beans (Frasbean)","French Beans (Frasbean)",FAQ,19/08/2025,5000,6000,5500
"Himachal Pradesh",Mandi,"Dhanotu (Mandi)","Mousambi(Sweet Lime)",Other,Medium,19/08/2025,5000,5000,5000
"Himachal Pradesh",Mandi,"Dhanotu (Mandi)",Potato,Other,FAQ,19/08/2025,1800,2200,2000
"Himachal Pradesh",Mandi,Mandi(Mandi),Banana,"Banana - Ripe",Medium,19/08/2025,3000,4200,3500
"Himachal Pradesh",Mandi,Mandi(Mandi),Cabbage,Cabbage,FAQ,19/08/2025,1000,1500,1200
"Himachal Pradesh",Mandi,Mandi(Mandi),"French Beans (Frasbean)","French Beans (Frasbean)",FAQ,19/08/2025,6000,8000,7000
"Himachal Pradesh",Mandi,Mandi(Mandi),Onion,Onion,FAQ,19/08/2025,2000,2500,2200
"Himachal Pradesh",Mandi,Mandi(Mandi),Tomato,Tomato,FAQ,19/08/2025,4000,7000,6000
"Himachal Pradesh",Shimla,"Shimla and Kinnaur(Theog)","Peas Wet",Other,FAQ,19/08/2025,7000,8000,7000
"Himachal Pradesh",Sirmore,Nahan,Coriander(Leaves),Other,FAQ,19/08/2025,6000,8000,7000
"Himachal Pradesh",Sirmore,Nahan,Papaya,Other,Large,19/08/2025,3500,4000,3800
"Himachal Pradesh",Sirmore,"Paonta Sahib",Cauliflower,Other,FAQ,19/08/2025,4000,5000,4500
"Himachal Pradesh",Sirmore,"Paonta Sahib",Coriander(Leaves),Other,FAQ,19/08/2025,6000,8000,7000
"Himachal Pradesh",Sirmore,"Paonta Sahib",Cucumbar(Kheera),Other,FAQ,19/08/2025,2000,2500,2200
"Himachal Pradesh",Sirmore,"Paonta Sahib","Green Chilli",Other,FAQ,19/08/2025,4000,5000,4500
"Himachal Pradesh",Sirmore,"Paonta Sahib",Raddish,Other,FAQ,19/08/2025,1000,1200,1100
"Himachal Pradesh",Solan,Waknaghat,Capsicum,Capsicum,FAQ,19/08/2025,1000,3000,3000
"Jammu and Kashmir",Anantnag,Kulgam,Apple,Other,Medium,19/08/2025,3529.41,5352.94,5294.12
"Jammu and Kashmir",Baramulla,Nowpora,Apple,Other,Large,19/08/2025,8000,11000,9500
"Jammu and Kashmir",Baramulla,Nowpora,Apple,Rizakwadi,Medium,19/08/2025,1700,2100,1900
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)","Bitter gourd",Other,FAQ,19/08/2025,2800,3000,2900
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)","Bottle gourd","Bottle Gourd",FAQ,19/08/2025,2600,2800,2700
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Garlic,Other,FAQ,19/08/2025,8000,9000,8500
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Plum,Other,Medium,19/08/2025,4000,5000,4500
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Potato,Potato,FAQ,19/08/2025,1200,1600,1400
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)","Round gourd",Other,FAQ,19/08/2025,2500,2700,2600
"Jammu and Kashmir",Kathua,Kathua,Banana,Other,Medium,19/08/2025,4000,4500,4250
"Jammu and Kashmir",Kathua,Kathua,"Bhindi(Ladies Finger)",Other,FAQ,19/08/2025,2000,2200,2100
"Jammu and Kashmir",Kathua,Kathua,"Bottle gourd",Other,FAQ,19/08/2025,700,800,750
"Jammu and Kashmir",Kathua,Kathua,Carrot,Other,FAQ,19/08/2025,2500,3000,2750
"Jammu and Kashmir",Kathua,Kathua,Ginger(Green),Other,FAQ,19/08/2025,6000,6500,6250
"Jammu and Kashmir",Kathua,Kathua,Mashrooms,Mashrooms,FAQ,19/08/2025,13000,14000,13500
"Jammu and Kashmir",Kathua,Kathua,Pumpkin,Other,FAQ,19/08/2025,700,800,750
"Jammu and Kashmir",Kathua,Kathua,Spinach,Spinach,FAQ,19/08/2025,3000,3500,3250
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)",Carrot,Other,FAQ,19/08/2025,3000,3200,3100
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)","Knool Khol",Other,FAQ,19/08/2025,3500,3700,3600
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)",Potato,Other,Non-FAQ,19/08/2025,1300,1500,1400
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)","Round gourd",Other,FAQ,19/08/2025,3500,3700,3600
"Jammu and Kashmir",Srinagar,Parimpore,Apple,Other,Medium,19/08/2025,4500,5500,5000
"Jammu and Kashmir",Srinagar,Parimpore,Mango,Chausa,Large,19/08/2025,12000,14000,13000
"Jammu and Kashmir",Srinagar,Parimpore,Onion,Nasik,FAQ,19/08/2025,2400,2500,2450
"Jammu and Kashmir",Srinagar,Parimpore,Pear(Marasebu),Pears,Large,19/08/2025,5500,6500,6000
"Jammu and Kashmir",Udhampur,Udhampur,"Bhindi(Ladies Finger)",Other,FAQ,19/08/2025,2000,2500,2250
Karnataka,Bangalore,Ramanagara,Ashgourd,Ashgourd,Local,19/08/2025,1600,2400,2000
Karnataka,Bangalore,Ramanagara,Beetroot,Beetroot,Local,19/08/2025,2000,2800,2400
Karnataka,Bangalore,Ramanagara,Capsicum,Capsicum,Local,19/08/2025,4000,6000,5000
Karnataka,Bangalore,Ramanagara,Raddish,Raddish,Local,19/08/2025,1200,2400,1600
Karnataka,Bangalore,Ramanagara,Thondekai,Thondekai,Local,19/08/2025,2400,3200,2800
Karnataka,Chamrajnagar,"Chamaraj Nagar",Arecanut(Betelnut/Supari),Other,Local,19/08/2025,54690,54690,54690
Karnataka,Chamrajnagar,"Chamaraj Nagar",Cabbage,Cabbage,Local,19/08/2025,600,700,650
Karnataka,Chamrajnagar,"Chamaraj Nagar",Carrot,Carrot,Local,19/08/2025,1500,3000,2200
Karnataka,Chamrajnagar,"Chamaraj Nagar",Raddish,Raddish,Local,19/08/2025,1000,1600,1300
Karnataka,Chamrajnagar,"Chamaraj Nagar",Ridgeguard(Tori),Ridgeguard(Tori),Local,19/08/2025,2000,2600,2300
Karnataka,Chamrajnagar,"Chamaraj Nagar",Tomato,Tomato,Local,19/08/2025,1200,2600,1900
Karnataka,Davangere,Davangere,Apple,Apple,Local,19/08/2025,7000,10000,8500
Karnataka,Davangere,Davangere,Banana,"Elakki Bale",Local,19/08/2025,5000,5500,5200
Karnataka,Davangere,Davangere,Beans,"Beans (Whole)",Local,19/08/2025,2000,2500,2300
Karnataka,Davangere,Davangere,"Green Avare (W)","Green Avare (W)",Local,19/08/2025,1900,2300,2000
Karnataka,Davangere,Davangere,"Knool Khol","Knool Khol",Local,19/08/2025,1900,2400,2200
Karnataka,Davangere,Davangere,Potato,Potato,Local,19/08/2025,2000,2400,2100
Karnataka,Davangere,Davangere,Ridgeguard(Tori),Ridgeguard(Tori),Local,19/08/2025,2000,2500,2300
Karnataka,Davangere,Davangere,Seemebadnekai,Seemebadanekai,Local,19/08/2025,1800,2200,2000
Karnataka,Davangere,Davangere,"Sweet Pumpkin","Sweet Pumpkin",Local,19/08/2025,1100,1600,1400
Karnataka,Davangere,Davangere,Tomato,Tomato,Local,19/08/2025,1900,2300,2100
Karnataka,Shimoga,Shimoga,"Bengal Gram Dal (Chana Dal)","Bengal Gram Dal",Local,19/08/2025,7000,7800,7400
Karnataka,Shimoga,Shimoga,"Methi Seeds",Methiseeds,Local,19/08/2025,7000,8000,7500
Karnataka,Shimoga,Shimoga,Raddish,Raddish,Local,19/08/2025,1800,2000,1900
Karnataka,Shimoga,Shimoga,Ridgeguard(Tori),Ridgeguard(Tori),Local,19/08/2025,3800,4000,3900
Karnataka,Shimoga,Shimoga,Wheat,"Super Fine",Local,19/08/2025,3200,4600,3900
Kerala,Alappuzha,Aroor,Drumstick,Other,FAQ,19/08/2025,4000,4200,4100
Kerala,Alappuzha,Chengannur,Amphophalus,Other,FAQ,19/08/2025,4900,5200,5000
Kerala,Alappuzha,Chengannur,"Cluster beans","Cluster Beans",FAQ,19/08/2025,5800,6100,6000
Kerala,Alappuzha,Chengannur,Coconut,Big,FAQ,19/08/2025,6400,6800,6500
Kerala,Alappuzha,Cherthala,Beetroot,Other,FAQ,19/08/2025,4000,4200,4100
Kerala,Alappuzha,Cherthala,Carrot,Carrot,FAQ,19/08/2025,6000,6200,6100
Kerala,Alappuzha,Cherthala,Cauliflower,Cauliflower,FAQ,19/08/2025,4200,4400,4300
Kerala,Alappuzha,Harippad,Carrot,Other,FAQ,19/08/2025,6000,6500,6000
Kerala,Alappuzha,Kayamkulam,Amphophalus,Other,FAQ,19/08/2025,4600,4800,4700
Kerala,Alappuzha,Kayamkulam,Banana,Palayamthodan,Medium,19/08/2025,2200,2400,2300
Kerala,Alappuzha,Kayamkulam,Cauliflower,Other,FAQ,19/08/2025,4100,4300,4200
Kerala,Alappuzha,Kayamkulam,Cucumbar(Kheera),Other,FAQ,19/08/2025,3200,3400,3300
Kerala,Alappuzha,Kayamkulam,Onion,Big,FAQ,19/08/2025,1900,2100,2000
Kerala,Alappuzha,Kayamkulam,Potato,Other,FAQ,19/08/2025,2200,2400,2300
Kerala,Ernakulam,Aluva,Banana,Palayamthodan,Medium,19/08/2025,2500,2700,2600
Kerala,Ernakulam,Aluva,Cauliflower,Other,FAQ,19/08/2025,2000,4000,3000
Kerala,Ernakulam,Aluva,Cucumbar(Kheera),Cucumbar,FAQ,19/08/2025,3500,5000,4300
Kerala,Ernakulam,Aluva,Pumpkin,Pumpkin,FAQ,19/08/2025,2200,3500,2900
Kerala,Ernakulam,Angamaly,Ashgourd,Ashgourd,FAQ,19/08/2025,3000,4000,3500
Kerala,Ernakulam,Angamaly,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/08/2025,4200,5500,5000
Kerala,Ernakulam,Angamaly,"Bottle gourd","Bottle Gourd",FAQ,19/08/2025,3000,4000,3500
Kerala,Ernakulam,Angamaly,Cauliflower,Cauliflower,FAQ,19/08/2025,5500,6500,6000
Kerala,Ernakulam,Angamaly,Ginger(Green),"Green Ginger",FAQ,19/08/2025,9500,14000,12000
Kerala,Ernakulam,Angamaly,"Green Chilli","Green Chilly",FAQ,19/08/2025,5400,10000,8000
Kerala,Ernakulam,Ernakulam,Amaranthus,Amaranthus,FAQ,19/08/2025,2500,2800,2700
Kerala,Ernakulam,Moovattupuzha,Banana,"Nendra Bale",Medium,19/08/2025,4200,5000,4500
Kerala,Ernakulam,"North Paravur","Amla(Nelli Kai)",Amla,FAQ,19/08/2025,5000,6000,5500
Kerala,Ernakulam,"North Paravur","Bitter gourd","Bitter Gourd",FAQ,19/08/2025,5000,6000,5500
Kerala,Ernakulam,"North Paravur",Carrot,Carrot,FAQ,19/08/2025,7200,8000,7500
