State,Product,District,LGD Code,Category,Sector,Description,GI Status,Photo,Ministry/ Department
Andhra Pradesh,Madhavaram Sarees,YSR Kadapa,504,Tertiary,Handloom,"YSR Kadapa presents Madhavaram Sarees, an embodiment of elegance and tradition. Handwoven by skilled artisans, these sarees feature intricate designs and vibrant colors that reflect the region's rich cultural heritage. Adorned with traditional motifs and fine detailing, each saree exudes timeless charm and sophistication. Perfect for special occasions or everyday wear, Madhavaram Sarees capture the essence of Andhra Pradesh's weaving tradition.",No,https://drive.google.com/file/d/1IqeJSfR8n7T_bG2HFaPJl_43lkC1niW1/view?usp=drive_link,DC Handloom
Andhra Pradesh,Prodattur Raw (Kora) Silk Shirting,YSR Kadapa,504,Others,Textile,"YSR Kadapa introduces Prodattur Raw (Kora) Silk Shirting, a blend of sophistication and comfort. Handcrafted by skilled artisans, these shirtings feature raw silk fabric known for its luxurious texture and breathable feel. With subtle elegance and understated charm, they are perfect for both formal and casual wear, adding a touch of refinement to any ensemble.",No,https://drive.google.com/file/d/1lz9bavOonpj_kCFxGejHsQEIk4qkh9PZ/view?usp=drive_link,Ministry of Textile
Andhra Pradesh,Barytes & Barium Compounds,YSR Kadapa,504,Primary,Others,"YSR Kadapa district, located in the Indian state of Andhra Pradesh, is known for its rich deposits of barytes, a mineral that is also known as barium sulfate. It is a heavy, white powder that is widely used in the oil and gas industry as a weighting agent in drilling fluids. Barium compounds are also used in the manufacturing of ceramics, glass, and bricks.",No,https://drive.google.com/file/d/1GZibIIVY5bvBP-iPqv6x5_vyR0fxrd42/view?usp=drive_link,Ministry of Chemicals & Fertilizers
Arunachal Pradesh,Large Cardamom,Anjaw,628,Primary,Agriculture,"Anjaw Large Cardamom is widely regarded as one of the finest large cardamoms in the world. Renowned for its intense aroma and bold flavor, the spice is an essential ingredient in a variety of Indian dishes be it savory, curries, sweet desserts or spicy chai tea for the depth and complexity it adds to the dish.",No,https://drive.google.com/file/d/17z9oqeccU27RjcbccyKJliqhjiJBN-U3/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Arunachal Pradesh,Areca nut,Changlang,229,Primary,Agriculture,"Changlang Arecanut, also known as betel nut, is widely used in the production of traditional chewing mixtures and is an important part of cultural and social customs in many countries across Asia. It is known for its premium quality, sweet and nutty flavour that sets it apart from other varieties.",No,https://drive.google.com/file/d/1mEjSRfEyKJ-pkYBwdwiBzEyT16Xs_oBs/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Arunachal Pradesh,Kiwi,Dibang Valley,230,Primary,Agriculture,"Dibang Valley Kiwi is known for its sweet, juicy flesh and distinctive flavour, making it a popular ingredient in fruit salads, smoothies, and desserts. It is an excellent source of vitamins, antioxidants, and minerals, making it a healthy and delicious addition to any diet. This unique and flavorful fruit is highly valued for its taste and health benefits",No,https://drive.google.com/file/d/11as9M6qL4qE8iE6qTV6IP_PxOpFHu960/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Arunachal Pradesh,Orange,East Kameng,231,Primary,Agriculture,"East Kameng Oranges are known for their sweet and juicy flesh, distinctive flavor, and vibrant color. These oranges are known to have the perfect balance of sweet and sour. Loaded with Vitamin C, they can be consumed as they are, in salads or in the form of juice.",Yes,https://drive.google.com/file/d/17ea2huu7fY2dE7KbNBnnUjX1zYAkG6DV/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Arunachal Pradesh,Jaggery,East Siang,232,Primary,Food processing,"East Siang Jaggery is a premium sweetener made from the sap of the sugarcane plant and is known for its rich, caramel-like flavour and natural sweetness. Jaggery is a unique and flavorful sweetener, popular as an alternative to refined sugar, as it contains essential vitamins, minerals, and antioxidants.",No,https://drive.google.com/file/d/1bJjE0YBhbOnHLz81yaq0qt8E5dwuai4S/view?usp=drive_link,Ministry of Food Processing
Arunachal Pradesh,Orange,Kamle,718,Primary,Agriculture,"Replete with nectar, fragrant oranges form the landscape of Kamle, known to produce some of the best quality oranges. This variety attains a full bright orange colour when completely ripened. Apart from being high in Vitamin C, they have a significant potassium and fiber content.",Yes,https://drive.google.com/file/d/1R0ZolPV-UvWjgKti8LjVEOta2zhl3CYo/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Arunachal Pradesh,Large Cardamom,Kra Daadi,677,Primary,Agriculture,Large Cardamom is one of the most sought after spices and Kra Daadi is endowed with the ideal climate conditions for large scale production of this aromatic spice. This spice makes for the perfect ingredient for a hot cup of flavourful tea. It also promotes gut health and stabilises blood pressure.,No,https://drive.google.com/file/d/1jo_zmdv5zbgYusFCpM8xIBaBOLbHgKG1/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Arunachal Pradesh,Large Cardamom,Kurung Kumey,233,Primary,Agriculture,"The large cardamom found in Kurung Kumey is replete with camphor, mint, and resin notes. Its coarse shell is charred in fire, which gives the spice its pungent smokiness. Rice, biryani, and meat curries are often flavoured with this versatile spice.",No,https://drive.google.com/file/d/1znJO2WNf1bIbHVZEt6NkTVI3pzodCiT5/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Arunachal Pradesh,King Chilli,Leparada,724,Primary,Agriculture,"Known as the 'Spice of North-East India', Leparada King Chilli is known for its intense heat and distinctive flavor, making it a popular ingredient in traditional cuisine. It is extensively used for pickle preparation and to cure ailments such as gastritis and chronic indigestion. It also has a higher content of capsaicin as compared to other Indian chillis giving it its uniqueness and popularity.",No,https://drive.google.com/file/d/1qW6fJzDm4-djmeSswUNZSdjJ_49R1CK8/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Arunachal Pradesh,Mustard Seed,Lohit,234,Primary,Agriculture,"Lohit, named after the mighty river that transcends international borders, prides itself on its sprawling mustard fields that look like an ocean of bright yellow flowers. Mustard seeds are an essential ingredient and when cooked add a piquant note to a plethora of dishes, ranging from salads to spicy fish curries.",No,https://drive.google.com/file/d/16suGRMW4WDETC3MGpp_0PMSYUBUvi-hN/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Arunachal Pradesh,Bead Necklace,Longding,666,Primary,Handicraft,"The bead necklace from Longding, Arunachal Pradesh, stands out for its exceptional craftsmanship and cultural significance. Handcrafted by skilled artisans, these necklaces are a vibrant testament to the rich tribal heritage of the region. Each piece is a mosaic of intricately woven beads, featuring traditional designs that have been passed down through generations. These necklaces are not just ornaments but also serve as a symbol of identity and pride among the local communities, embodying the spirit and traditions of Arunachal Pradesh.",No,https://drive.google.com/file/d/1ge50oCUkl5vEfUAttTa0ir7JPfiMewaA/view?usp=drive_link,DC Handicraft
Arunachal Pradesh,Ginger,Lower Dibang Valley,235,Primary,Agriculture,"Ginger from Lower Dibang Valley in Arunachal Pradesh is renowned for its distinctive aroma and potent flavor, setting it apart from other varieties. Cultivated in the fertile lands of the valley, this ginger embodies the pristine environment in which it is grown. The region's unique climate and soil conditions contribute to the production of ginger with exceptional medicinal and culinary properties.",Yes,https://drive.google.com/file/d/1IWrcF3iDGa106LTSIRaXZM-RBhhe6iwy/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Arunachal Pradesh,Turmeric,Lower Siang,719,Primary,Agriculture,"Turmeric from Lower Siang in Arunachal Pradesh is distinguished by its vivid color and enhanced curcumin content, making it a sought-after variant both for culinary and medicinal purposes. Grown in the lush, verdant terrains of Lower Siang, this turmeric benefits from the region's rich, fertile soil and the traditional agricultural practices of the local communities, which avoid the use of chemical fertilizers and pesticides.",No,https://drive.google.com/file/d/13JYwdbSkNU_KT2ip7yjTmlBU71LG5k4C/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Arunachal Pradesh,Kiwi,Lower Subansiri,236,Primary,Agriculture,"Kiwi from Lower Subansiri in Arunachal Pradesh is celebrated for its exceptional sweetness and nutritional value, distinguishing it from kiwis grown in other regions. The unique microclimate of Lower Subansiri, coupled with the rich, fertile soil, provides an ideal environment for kiwi cultivation. This results in fruits that are not only larger and juicier but also richer in Vitamin C and other essential nutrients.",No,https://drive.google.com/file/d/1KetYE1FUPzHs4yrf-vOTz2yhDQYDwqw-/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Arunachal Pradesh,Turmeric,Namsai,678,Primary,Agriculture,"Turmeric from Namsai in Arunachal Pradesh is renowned for its remarkable purity and potency. Cultivated in the lush landscapes of Namsai, this turmeric variety benefits from the region's optimal soil and climatic conditions, which contribute to its high curcumin content—a compound credited with powerful anti-inflammatory and antioxidant properties. The farmers in Namsai adhere to age-old, sustainable farming practices, ensuring that the turmeric is grown without the use of harmful chemicals.",No,https://drive.google.com/file/d/1LHcrFCWMRhyCY5OXzj0tZ9knkAGcsYcl/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Arunachal Pradesh,Ginger,Pakke Kessang,723,Primary,Agriculture,"Arunachal Pradesh's Pakke Kessang district is renowned for its exquisite ginger, cultivated amidst the lush, fertile landscapes of the Eastern Himalayas. This ginger variety stands out for its intense aroma and robust flavor, making it a preferred choice for culinary uses, traditional medicine, and as a key ingredient in local cuisine. Its natural cultivation methods highlight the region's commitment to sustainable and organic farming practices.",Yes,https://drive.google.com/file/d/1EWFPCF9BSOjSoitxzjrSaCSF7Nw7veHR/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Arunachal Pradesh,Turmeric,Papum Pare,237,Primary,Agriculture,"In the verdant valleys of Papum Pare in Arunachal Pradesh, a unique variety of turmeric is cultivated, known for its high curcumin content, which imparts a vibrant color and potent medicinal properties. This turmeric is integral to both the local cuisine and traditional healing practices, embodying a rich cultural heritage. The sustainable farming techniques employed ensure the preservation of soil health and biodiversity, reflecting a deep respect for nature.",No,https://drive.google.com/file/d/13JYwdbSkNU_KT2ip7yjTmlBU71LG5k4C/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Arunachal Pradesh,Kiwi,Shi Yomi,725,Primary,Agriculture,"Shi Yomi district in Arunachal Pradesh is celebrated for its kiwi cultivation, producing fruits that are exceptionally sweet and nutrient-rich. Grown in the pristine, high-altitude environments of the Eastern Himalayas, these kiwis benefit from a unique microclimate that enhances their flavor and health benefits. The cultivation of kiwi in Shi Yomi not only supports local agriculture but also embodies the region's commitment to sustainable and organic farming practices.",No,https://drive.google.com/file/d/103ZlJTtr5JEvvmJfk7YvqKKp8r3NKX4Y/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Arunachal Pradesh,Large Cardamom,Siang,679,Primary,Agriculture,"Siang, in Arunachal Pradesh, is distinguished for its cultivation of large cardamom, an aromatic spice that is a cornerstone of both culinary and medicinal traditions. Thriving in the misty hills of the Eastern Himalayas, this cardamom variety is celebrated for its unique taste and aroma, enhancing the flavor profile of many dishes. The eco-friendly cultivation methods practiced by local farmers underscore a harmonious balance with nature, preserving the region's ecological integrity.",No,https://drive.google.com/file/d/1S4fD9BOYAGKykuYFuBnM7Rt_A6RYQXlT/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Arunachal Pradesh,Chillies,Tawang,238,Primary,Agriculture,"Due to its difficult terrain, Tawang is one of the best kept secrets of the country. Growing here are earthy-flavoured, fiery hot chillis, that find a home in most Indian dishes and pickles. These chillis possess the super power of curing an upset stomach and keeping the heart healthy.",No,https://drive.google.com/file/d/1aWAox72IvcktdlUJ_hHDBC2ETkxu2MCw/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Arunachal Pradesh,Ginger,Tirap,239,Primary,Agriculture,"Tirap's ginger is characterized by its powerful aroma and spicy, peppery, smoky taste. It is an incredible ingredient for soups, cakes, cookies, tea and stir fries. It provides a range of health benefits attributed to its high antioxidant content.",Yes,https://drive.google.com/file/d/1VPFwkYRFek863MGrw1qoTsB_M0TVbNp6/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Arunachal Pradesh,Orange,Upper Siang,240,Primary,Agriculture,"Blooming orange plantations are ubiquitous in Upper Siang district. These bright and sweet oranges make for a refreshing and hydrating fruit. A range of value added products such as orange candies, ice-creams, juices and cakes have now become a go-to choice.",Yes,https://drive.google.com/file/d/14T4J1-E4jc7GLloiBV2IOFDHQIIgRywu/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Arunachal Pradesh,Orange,Upper Subansiri,241,Primary,Agriculture,The delicious oranges from the Upper Subansiri are a healthy delight with high Vitamin C and significant potassium and fiber content making it useful in various areas be it cosmetics or food.,Yes,https://drive.google.com/file/d/1aEjlQsZfKYPEzdtyx1xYt7LexeiAnIBy/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Arunachal Pradesh,Apple,West Kameng,242,Primary,Agriculture,"Shergaon in West Kameng is lauded to be the 'Apple Bowl of Arunachal Pradesh'. These apples are known for their juicy, crisp texture, and sweet flavour, making them a popular choice for to fulfill the country's apple demands. The apple orchards here also make for a surprising tourist attraction, making them a hidden gem.",No,https://drive.google.com/file/d/1pNiEXVDwD6HL6YBi3rtATr-X7FS0V-yw/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Arunachal Pradesh,Pineapple,West Siang,243,Primary,Agriculture,"West Siang is a scarcely populated, picturesque hilly district, famous for its pineapple production. The pineapple from here are known to be juicy, sweet and have an unforgettable taste. It is a versatile fruit which can be used as anything from a topping on pizza to making a sumptuous mocktail.",No,https://drive.google.com/file/d/1IWrcF3iDGa106LTSIRaXZM-RBhhe6iwy/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Rice,Bajali,739,Primary,Agriculture,"Bajali district in Assam is celebrated for its production of indigenous rice varieties, known for their exceptional aroma and nutritional value. Cultivated in the lush, alluvial soils of the region, these rice varieties are integral to Assamese cuisine and culture, offering a unique taste that complements a wide range of dishes. The commitment to traditional, sustainable farming practices in Bajali supports biodiversity and maintains the health of the local ecosystem.",No,https://drive.google.com/file/d/1h51WDe1DKyUYZ71EpnQATfNnzPG2iZtB/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Honey,Baksa,616,Primary,Agriculture,"Baksa Honey is a pure and natural honey known for its unique flavour and aroma, which is attributed to the nectar collected from various wildflowers. The horticulture crops in their region provide pollen and nectar to both wild and domesticated bees, giving it its unique characteristics.",No,https://drive.google.com/file/d/1ix0OvRFPZyh-K0XI_Hw_c9XL8Rt20ZwS/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Bell Metal Products,Barpeta,280,Primary,Handicraft,"Barpeta Bell Metal Products are handmade metalwork crafted by skilled artisans through traditional methods. These products include utensils, idols, and decorative items, and are an important part of the Assamese culture and carry traditional motifs and designs.",No,https://drive.google.com/file/d/1Nhz8OX4cIWZLql7OjsVh56j-xr_hLk61/view?usp=drive_link,DC Handicraft
Assam,Rice,Barpeta,280,Secondary,Agriculture,"Barpeta, located in Assam, is renowned for its rich, aromatic rice varieties that form the backbone of the region's agricultural heritage. Grown in the fertile plains nourished by the Brahmaputra River, this rice is notable for its distinctive taste and texture, making it a staple in both everyday meals and festive occasions. The traditional farming techniques preserve the ecological balance, showcasing a commitment to sustainability and the preservation of cultural traditions.",No,https://drive.google.com/file/d/1h51WDe1DKyUYZ71EpnQATfNnzPG2iZtB/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Tea,Biswanath,705,Primary,Agriculture,"Biswanath, nestled in Assam, is a prominent region for tea production, offering leaves that are rich in flavor and aroma. The tea gardens stretch across rolling hills, benefiting from a perfect blend of rain, sunshine, and fertile soil, which contribute to the distinctive quality of Biswanath tea. This region's tea is a testament to Assam's deep-rooted tea culture, embodying centuries of tradition and expertise in tea cultivation and processing.",No,https://drive.google.com/file/d/1wOKLyeRxLlt8vMehaKZMyOJzGLbGbhLL/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Maize,Bongaigaon,281,Primary,Agriculture,"Bongaigaon is major producer of maize, with the crop being grown extensively for consumption as well as processing. Bongaigaon Maize is also commonly used for making tortillas, cornbread, and traditional dishes.",No,https://drive.google.com/file/d/1sGZco5pMVHeAeAVa-6pf7CQPUdVRxyGj/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Scented and Glutonious Rice,Cachar,282,Primary,Agriculture,"Cachar produces scented and glutinous rice that has distinct aroma and sticky texture, making it a popular choice for making desserts and other rice-based dishes. This rice is known for its sweet taste and being healthy.",No,https://drive.google.com/file/d/1m00uBDUgiNdDkjW1U1mHtMml7G5d62_x/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Aromatic Rice,Charaideo,708,Primary,Agriculture,"Charaideo Rice is an aromatic rice variety grown in Assam's Charaideo district. It has a distinct floral aroma and flavour, making it a popular choice for biryanis and other rice-based dishes. The aromatic properties of the rice make it highly sought after, and the preferred choice for fine dining.",No,https://drive.google.com/file/d/172XxX7JyqE-EUX41e9wWX_R75xLo8u79/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Lemon,Chirang,612,Primary,Agriculture,"Chirang is the site of many Lemon plantations, with the lemons being know to be tangy and high in vitamin C content. These lemons are commonly used for making lemonade, marinades, and other dishes that require a burst of citrus flavour.",Yes,https://drive.google.com/file/d/1cadZds3lH3Bdk8KnAQZgJJS_aybdpUJ_/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Vegetables,Darrang,283,Primary,Agriculture,"Darrang produces a variety of vegetables including leafy greens, root vegetables, and other seasonal produce. Darrang Vegetables are known for their freshness and high nutritional value, making them a popular choice for health-conscious consumers.",No,https://drive.google.com/file/d/1OMY8vglXb7v9dHwebYdrV4I2Z8BFtsT5/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Red Rice,Dhemaji,284,Primary,Agriculture,"Dhemaji Red Rice is a premium variety of rice with a distinctive red colour and a unique flavour, owing to the higher iron content in this rice. Red Rice is also rich in protein, vitamins and fibre, making it popular for regular consumption and health.",No,https://drive.google.com/file/d/1dIJWz6IWerZJ7-ZlYnQ8o4n37HLP4hvB/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Chilly,Dhubri,285,Primary,Agriculture,"Chilly grown in Assam's Dhubri district is known for its intense heat and is commonly used in various regional cuisines to add flavour and spice to dishes. Packing a big punch, these chillies are popular with those who enjoy spicy food.",No,https://drive.google.com/file/d/1auS-aX-ptmtDIaughtj1eOIxMiQPgMD2/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Organic Tea,Dibrugarh,286,Primary,Agriculture,Organic Tea from Assam's Dibrugarh district is cultivated using organic farming practices and hand-picked. The unique flavour and health benefits of this tea make it a popular choice for tea lovers who prefer organic and sustainably-grown tea.,No,https://drive.google.com/file/d/1i-3BLAbCfxFG83UGBGilvBAL3htZ8fOP/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Ginger,Dima Hasao,299,Primary,Agriculture,"Dima Hasao Ginger is known for its intense flavour and aroma, as well as for its organic properties. It is also commonly used in various regional cuisines and known for having including anti-inflammatory and digestive health properties.",No,https://drive.google.com/file/d/1n8pFeypDQ0vK3CB64Z6EqoAoJLzZSaY6/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Banana,Goalpara,287,Primary,Agriculture,"Goalpara is a major producer of bananas which are known for their sweet and creamy flavour. Goalpara produces large quantities of the fruit, which are then shipped to neighbouring states and countries for sale and consumption.",No,https://drive.google.com/file/d/1HAHFAgoVOmdbQq1zjQec93JkVakN0JBU/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Agarwood & Its Derivatives,Golaghat,288,Primary,Manufacturing,"Renowned for its global significance, Agarwood from Golaghat, Assam, is a precious commodity highly sought after for its fragrant oil and resin. Known for its deep cultural roots, Agarwood is used in luxury perfumes, traditional medicine, and incense.",No,https://drive.google.com/file/d/17_IiNAt7Hff1H7Yg-bltuU2Ve0GyqEO7/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Orthodox tea,Golaghat,288,Primary,Agriculture,Golaghat is a producer of high-quality Assam Orthodox Tea. This loose-leaf tea is produced using traditional methods resulting in a distinct flavour and aroma. Golaghat Orthodox Tea is known for its smooth and mellow taste and is enjoyed by tea connoisseurs.,Yes,https://drive.google.com/file/d/1wOKLyeRxLlt8vMehaKZMyOJzGLbGbhLL/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Arecanut,Hailakandi,289,Primary,Agriculture,"The arecanut palm is the source of common chewing nut, popularly known as betel nut or Supari. In India it is extensively used by large sections of people and is very much linked with religious and ancient medical practices. India is the largest producer of arecanut and at the same time largest consumer also.",No,https://drive.google.com/file/d/12HmB3EHfPkuOshFaogwh_tfs5AHms4na/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Jaggery,Hojai,709,Primary,Food processing,"Hojai in Assam is famed for its traditional jaggery production, utilizing time-honored methods to create a natural sweetener that is rich in minerals and flavor. Made from the sap of locally grown sugarcane, Hojai's jaggery is a healthier alternative to refined sugar, embodying the essence of sustainable and organic agriculture. This product is a staple in local cuisine, offering a glimpse into the region's rich agricultural practices and culinary traditions.",No,https://drive.google.com/file/d/1jwzDf8Ul7jJHVJXKgL9IuJx30R_LPqEn/view?usp=drive_link,Ministry of Food Processing
Assam,Bhoot Jholokia,Jorhat,290,Primary,Agriculture,"The Jorhat Bhoot Jholokia, also known as Ghost Pepper, is a type of chilli known for its extreme heat, which makes it one of the hottest chillies in the world. Jorhat Bhoot Jholokia is commonly used in various regional cuisines to add flavour and spice to dishes.",No,https://drive.google.com/file/d/1lPvru8U2BxhKXjXT5hxMri8UJsveNC3i/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,"Home Furnishing made of Eri , Muga & Assam Silk, etc.",Kamrup (M),618,Primary,Textile,"Kamrup is known for its high-quality home furnishings made from locally sourced silks like Eri silk, Muga silk, and Assam silk. These textiles are woven by skilled artisans into a variety of products and are known for their unique designs and durability.",Yes,https://drive.google.com/file/d/16-ZCgg1TT5W8g3NqiKNw9kBBqC-qR9Xa/view?usp=drive_link,Minsitry of Textile
Assam,Banana,Kamrup(R),291,Primary,Agriculture,"Kamrup (R) Banana is a variety grown in Assam's Kamrup Rural district. Known for its sweet and creamy flavour, bananas are rich in nutrients such as vitamins B6, C, and potassium, and are commonly consumed as a fruit or used in various recipes like banana chips, banana bread, and smoothies.",No,https://drive.google.com/file/d/1VnVhWoRs5D4_d1Q7shjd4pOZcX69RoKb/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Ginger,Karbi Anglong,292,Primary,Agriculture,"Karbi Anglong Ginger is one of the most aromatic and flavourful varieties of ginger in India. Grown in the Karbi Anglong district of Assam, this ginger is known for its pungent aroma and medicinal properties. The ginger has a distinct earthy flavour with a hint of spiciness that makes it perfect for cooking.",Yes,https://drive.google.com/file/d/15mHXipMvzNxhU7ExKKz6MGKxtoQR2Wmt/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Plates and Bowls made of Arecanut Leaf Sheath,Karimganj,293,Primary,Manufacturing,"The plates and bowls made of areca nut leaf sheath are eco-friendly and sustainable alternatives to disposable plastic plates. The areca nut leaf sheath is treated and woven into plates and bowls that are sturdy, leak-proof and biodegradable.",No,https://drive.google.com/file/d/1fgAbOERDgSfAj6-fF2JpoJCUM0oseExO/view?usp=drive_link,MSME
Assam,Cane & Bamboo Furniture & Decorative Items,Karimganj,293,Secondary,Handicraft,Karimganj in Assam is known for its skilled artisans who create beautiful and intricate furniture and decorative items from cane and bamboo. The artisans use traditional techniques to create sturdy and long-lasting furniture pieces that are both functional and aesthetically pleasing.,No,https://drive.google.com/file/d/1kwdN5Dcf1wC4bRC6owPwa0frj1novQGh/view?usp=drive_link,DC Handicraft
Assam,Mushroom,Kokrajhar,294,Primary,Agriculture,"Kokrajhar in Assam is known for its rich biodiversity, and one of the popular products from the region is the Kokrajhar mushroom. This mushroom is grown using organic methods and is free from harmful chemicals. The Kokrajhar mushroom has a unique texture and flavour and is also rich in nutrients and is considered a healthy food option.",No,https://drive.google.com/file/d/1CEj6iXlJQVagHWqWmTlI05KXtA4Iurdn/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Handloom Products of Silk & Cotton,Lakhimpur,295,Primary,Handloom,"Woven with precision in Lakhimpur, Assam, the handloom products of silk and cotton reflect the region’s rich cultural tapestry. Known for their vibrant hues and intricate motifs, these fabrics include Eri silk, Muga silk. The artisans, many from the combine traditional skills with contemporary techniques, creating textiles that are both elegant and sustainable.",No,https://drive.google.com/file/d/1lnR5GSFXoU6WbCPI6UzWHJduqdfIv5bT/view?usp=sharing,Ministry of Textiles
Assam,Processed Pork,Lakhimpur,295,Primary,Food processing,Lakhimpur in Assam is known for its high-quality pork that is sourced from free-range pigs and is then smoked and cured. The processed pork has a distinct flavour and can be used in a variety of dishes. It is also a good source of protein and essential vitamins.,No,https://drive.google.com/file/d/1KDUVDs2P7yZ4VDcILUd7aZEQYw2NC1iH/view?usp=drive_link,Ministry of Food Processing
Assam,Mustard Seeds,Majuli,706,Primary,Agriculture,"Majuli is an island in Assam known for its fertile soil and agricultural produce. One of the popular products from the region is the Majuli mustard seeds, which have a distinct flavour and aroma that makes them ideal for cooking. They are also used in traditional medicine to treat a variety of ailments.",No,https://drive.google.com/file/d/1-QZZGSVYSeb_YgNOSYkn4xitpEE5G0Ia/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Maize,Morigaon,296,Primary,Agriculture,Morigaon in Assam is known for its high-quality maize that is grown free from harmful chemicals and has a distinct flavour that makes it popular for consumption and sale. It is also rich in essential nutrients and is a good source of dietary fibre.,No,https://drive.google.com/file/d/1wOQW2-hPj9TtgPYqHaZK30Q5757DbF4g/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Pearl,Nagaon,297,Primary,Handicraft,"Pearls from Nagaon, Assam, represent a growing innovation in aquaculture and sustainable livelihoods in the region. Known for its freshwater pearl cultivation, Nagaon utilizes advanced techniques to harvest high-quality pearls from mussels. This eco-friendly practice has gained momentum due to its profitability and potential to empower local communities.",No,https://drive.google.com/file/d/1dEEC75zB0nqOT5Amhj-kB6Uip0B330-x/view?usp=drive_link,Ministry of Commerce and Industry.
Assam,Fruits and vegetables,Nagaon,297,Primary,Agriculture,"Nagaon in Assam has fertile soil and favourable climatic conditions that make it an ideal place for the cultivation of a variety of fruits and vegetables. The region produces a variety of fruits and vegetables such as oranges, pineapples, guavas, bananas, tomatoes, and potatoes that are known for their quality and taste.",No,https://drive.google.com/file/d/1llXyioc139daMt3um_5VTWlJSwBlMxHo/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Rice & Rice Products,Nalbari,298,Primary,Agriculture,"Nalbari in Assam is known for its high-quality rice and rice products. It produces a variety of rice, including scented and glutinous rice, which are known for their unique aroma and sticky texture. Rice products such as rice flour, puffed rice, and rice flakes are also produced in Nalbari and are used to make traditional Assamese snacks and sweets.",No,https://drive.google.com/file/d/1ApjnQop9SbyYSCtGwCFUK7B89Kw-7_pW/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Assam,Rice & Rice Products,Sivasagar,300,Primary,Agriculture,"Sivasagar district in Assam is renowned for its high-quality rice and rice products. The district produces a variety of rice, including parboiled rice and steamed rice. The rice products include rice flour, puffed rice, and rice flakes, which are used to make snacks and sweets. Sivasagar rice is a staple in many households in Assam and is known for its superior quality and taste.",No,https://drive.google.com/file/d/1HPBoMJEOwtxBrW4VSlrNT7JMrcZvG4Qa/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
